Phosphate,Carbonate,Silicate,Aluminosilicate,Other,,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Fe,Cu,Zn,As,Se,Rb,Sr,Zr,Mo,Ba
phospathe,,,,,phospathe,"0,502698445553084","29,9215683613951","11,4939578711737","44,154334731945","0,908494944957756","2,46698021362115","0,005026984455531","0,782056192430629","0,63978083654906","0,120982351350179","0,924069494306557","7,94712727471644","0,000502698445553","0,000502698445553","0,083065144496238","0,000502698445553","0,000502698445553","0,03052220646362","0,012839684492444","0,003981769865767","0,000502698445553"
phospathe,,,,,phospathe,"0,485656045060797","29,9743483952337","9,51529625619207","47,4616127022207","0,949346985151596","2,69337033734705","0,622565885171803","0,853454644783471","0,663544933816119","0,101531877034618","0,700239127975382","5,87944278600149","0,000485656045061","0,000485656045061","0,07551711012731","0,000485656045061","0,000485656045061","0,005653608376649","0,011233165121879","0,004757860160054","0,000485656045061"
phospathe,,,,,phospathe,"0,625413336827807","23,4090760974912","50,3319114176587","7,58960305568657","0,835119929806563","1,87218232169723","0,006254133368278","0,508251718660653","0,479117284590128","0,006254133368278","0,098149335112603","6,88822600201771","7,27778932087084","0,050603189841222","0,000625413336828","0,003247007991534","0,000625413336828","0,004782320653671","0,01151774100972","0,000625413336828","0,000625413336828"
phospathe,,,,,phospathe,"0,526609266780934","26,3819883729323","15,1566340970992","37,9038300363773","2,46599654466069","2,39150425554478","1,20277782811237","1,95714482476721","0,841065419713004","0,23931146256485","1,12804331360221","9,12572509494581","0,000526609266781","0,000526609266781","0,067968175032322","0,000526609266781","0,000526609266781","0,495777201743428","0,039023487716381","0,00784837156328","0,066645809776834"
phospathe,,,,,phospathe,"0,516712844385981","33,6937679536903","15,0548615383358","39,0827689255193","0,215001539117561","2,0613125656718","0,00516712844386","0,493273951449864","0,485764263425098","0,076479424574424","0,645145739240286","7,57123800347678","0,007236874571232","0,000516712844386","0,050069876007611","0,00235550548909","0,000516712844386","0,000516712844386","0,03053014811059","0,006246867112952","0,000516712844386"
phospathe,,,,,phospathe,"0,470648674983083","30,8968941515653","1,11239661902713","54,3310971224095","0,577814468101502","2,23388846410871","0,004706486749831","0,81933125539123","0,390445586386827","0,173137218192905","0,5553176438613","8,35427734868352","0,008591452852743","0,000470648674983","0,012940608505715","0,015972172683069","0,000470648674983","0,00306174098083","0,028943469554669","0,00912356993714","0,000470648674983"
phospathe,,,,,phospathe,"0,575432764376022","28,1030511176526","46,6003216529987","18,2050696970038","0,274972861829091","0,992438905894217","0,00575432764376","1,45573950746257","0,095811292374222","0,096466487530353","0,00575432764376","1,12510526532756","2,26058344032402","0,060201286453533","0,009370117889789","0,015301931154343","0,002221800115179","0,098116474546653","0,002207768432996","0,000575432764376","0,015503540582475"
phospathe,,,,,phospathe,"0,550431963907048","21,1072359386148","43,5500750706275","23,2519919563033","1,53334618516963","5,434448162693","1,11415380898265","1,06287563468153","0,45479315964075","0,00550431963907","0,516387245160894","1,38433466435213","0,000550431963907","0,000550431963907","0,000550431963907","0,000550431963907","0,000550431963907","0,013317915584147","0,012007362187309","0,005794020672706","0,000550431963907"
phospathe,,,,,phospathe,"0,566142200413021","33,6672273773151","18,5432988690737","23,3247150309634","0,517756996759506","1,8910267405051","2,54183338944451","0,756871577876382","0,41750725290032","0,00566142200413","0,103546663703512","6,44446119402907","10,5172767379154","0,652821359576899","0,000566142200413","0,000566142200413","0,003510733446657","0,030885182811849","0,009805584897095","0,003953259763176","0,000566142200413"
phospathe,,,,,phospathe,"0,503864522157092","32,1302801694852","16,0910126374469","31,8646240281053","7,5259065839097","2,41428569065172","3,78987361696142","0,938004191779545","0,417685341450131","0,375954820917731","1,18397890832282","2,71885639013015","0,000503864522157","0,000503864522157","0,009953277979665","0,000503864522157","0,000503864522157","0,000503864522157","0,010273480785892","0,022423152783854","0,000503864522157"
